step,potential_energy,temperature
810000,-4912.600000000024,1.0
811000,-4854.600000000023,1.0
812000,-4912.600000000027,1.0
813000,-4854.600000000024,1.0
814000,-4796.600000000021,1.0
815000,-4837.200000000023,1.0
816000,-4906.800000000025,1.0
817000,-4848.800000000022,1.0
818000,-4848.800000000021,1.0
819000,-4877.800000000022,1.0
820000,-4843.000000000024,1.0
821000,-4808.200000000023,1.0
822000,-4761.800000000022,1.0
823000,-4744.400000000022,1.0
824000,-4779.200000000023,1.0
825000,-4814.000000000025,1.0
826000,-4790.800000000024,1.0
827000,-4860.400000000026,1.0
828000,-4866.200000000025,1.0
829000,-4883.600000000026,1.0
830000,-4877.800000000026,1.0
831000,-4947.400000000025,1.0
832000,-4918.400000000025,1.0
833000,-4912.600000000026,1.0
834000,-4912.600000000024,1.0
835000,-4843.000000000026,1.0
836000,-4935.800000000028,1.0
837000,-4883.600000000025,1.0
838000,-4895.200000000025,1.0
839000,-4941.600000000026,1.0
840000,-4860.400000000024,1.0
841000,-4993.800000000027,1.0
842000,-4941.600000000022,1.0
843000,-4935.800000000024,1.0
844000,-4883.600000000022,1.0
845000,-4889.4000000000215,1.0
846000,-4895.200000000023,1.0
847000,-4872.00000000002,1.0
848000,-4918.4000000000215,1.0
849000,-4860.400000000023,1.0
850000,-4918.400000000024,1.0
851000,-4941.600000000022,1.0
852000,-4883.60000000002,1.0
853000,-4924.200000000022,1.0
854000,-4854.600000000022,1.0
855000,-4883.600000000022,1.0
856000,-4924.200000000024,1.0
857000,-4889.400000000023,1.0
858000,-4906.800000000024,1.0
859000,-4941.600000000024,1.0
860000,-4930.000000000024,1.0
861000,-4982.200000000024,1.0
862000,-4988.000000000022,1.0
863000,-4953.20000000002,1.0
864000,-4999.60000000002,1.0
865000,-4918.400000000024,1.0
866000,-4924.200000000023,1.0
867000,-4988.000000000024,1.0
868000,-5005.400000000023,1.0
869000,-4970.600000000024,1.0
870000,-4982.200000000024,1.0
871000,-5005.400000000023,1.0
872000,-5080.800000000025,1.0
873000,-4953.200000000023,1.0
874000,-4947.400000000024,1.0
875000,-5017.000000000024,1.0
876000,-5028.600000000024,1.0
877000,-4993.800000000023,1.0
878000,-4970.600000000022,1.0
879000,-5040.200000000024,1.0
880000,-5057.600000000022,1.0
881000,-5034.400000000024,1.0
882000,-5028.600000000022,1.0
883000,-5028.600000000023,1.0
884000,-5086.600000000021,1.0
885000,-5063.4000000000215,1.0
886000,-5075.000000000023,1.0
887000,-5092.4000000000215,1.0
888000,-5051.800000000023,1.0
889000,-4999.600000000023,1.0
890000,-5057.600000000024,1.0
891000,-5022.80000000002,1.0
892000,-5034.400000000022,1.0
893000,-5046.000000000024,1.0
894000,-5109.800000000022,1.0
895000,-5069.20000000002,1.0
896000,-5040.200000000023,1.0
897000,-5022.800000000023,1.0
898000,-5046.000000000023,1.0
899000,-5092.400000000023,1.0
900000,-5075.000000000023,1.0
901000,-5063.400000000024,1.0
902000,-5109.800000000025,1.0
903000,-5080.800000000026,1.0
904000,-5109.800000000024,1.0
905000,-5069.2000000000235,1.0
906000,-5121.400000000023,1.0
907000,-5104.000000000024,1.0
908000,-5104.000000000025,1.0
909000,-5098.2000000000235,1.0
910000,-5075.000000000022,1.0
911000,-5069.200000000026,1.0
912000,-5057.600000000028,1.0
913000,-5046.000000000026,1.0
914000,-5040.2000000000235,1.0
915000,-5034.400000000023,1.0
916000,-4988.000000000025,1.0
917000,-5080.800000000024,1.0
918000,-5022.800000000024,1.0
919000,-5022.800000000022,1.0
920000,-5011.200000000025,1.0
921000,-4970.600000000027,1.0
922000,-5022.800000000025,1.0
923000,-4976.400000000024,1.0
924000,-4970.600000000023,1.0
925000,-4982.200000000025,1.0
926000,-4988.000000000025,1.0
927000,-4953.200000000023,1.0
928000,-4976.400000000025,1.0
929000,-4999.600000000026,1.0
930000,-5057.600000000023,1.0
931000,-5063.400000000023,1.0
932000,-5086.600000000025,1.0
933000,-5046.0000000000255,1.0
934000,-5069.200000000027,1.0
935000,-5046.000000000028,1.0
936000,-5121.400000000029,1.0
937000,-5075.000000000028,1.0
938000,-5057.600000000029,1.0
939000,-5028.600000000029,1.0
940000,-4982.200000000026,1.0
941000,-5104.0000000000255,1.0
942000,-5121.400000000028,1.0
943000,-5075.000000000026,1.0
944000,-5057.600000000028,1.0
945000,-5104.000000000026,1.0
946000,-5063.400000000023,1.0
947000,-5046.0000000000255,1.0
948000,-5063.400000000026,1.0
949000,-5034.400000000026,1.0
950000,-4999.600000000027,1.0
951000,-4918.400000000026,1.0
952000,-4970.600000000025,1.0
953000,-4993.800000000026,1.0
954000,-4976.400000000023,1.0
955000,-4912.600000000025,1.0
956000,-5005.400000000026,1.0
957000,-4941.600000000026,1.0
958000,-4877.8000000000275,1.0
959000,-4964.800000000025,1.0
960000,-4930.0000000000255,1.0
961000,-5017.0000000000255,1.0
962000,-5017.000000000027,1.0
963000,-5017.000000000026,1.0
964000,-4993.800000000028,1.0
965000,-4999.600000000027,1.0
966000,-5005.40000000003,1.0
967000,-5017.000000000027,1.0
968000,-5086.600000000027,1.0
969000,-5017.000000000029,1.0
970000,-4988.000000000028,1.0
971000,-5022.800000000026,1.0
972000,-4970.600000000028,1.0
973000,-4924.200000000027,1.0
974000,-4953.200000000027,1.0
975000,-4930.000000000024,1.0
976000,-4993.800000000024,1.0
977000,-4947.400000000025,1.0
978000,-4959.0000000000255,1.0
979000,-4982.200000000027,1.0
980000,-4982.200000000027,1.0
981000,-4982.200000000026,1.0
982000,-4970.600000000028,1.0
983000,-5011.200000000029,1.0
984000,-5017.000000000027,1.0
985000,-4999.600000000028,1.0
986000,-5022.800000000026,1.0
987000,-4953.200000000026,1.0
988000,-4924.200000000028,1.0
989000,-4953.200000000027,1.0
990000,-4964.800000000027,1.0
991000,-4970.600000000026,1.0
992000,-4988.000000000027,1.0
993000,-4941.600000000027,1.0
994000,-4959.000000000026,1.0
995000,-4912.600000000023,1.0
996000,-4982.200000000027,1.0
997000,-4970.600000000028,1.0
998000,-4993.8000000000275,1.0
999000,-4941.600000000025,1.0
1000000,-5051.800000000026,1.0
